(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B004D4S7AY,B004D4S7AY,Fossil Analog Gold Dial Women's Watch - ES2811,"4,697",64,2.80%,1.92%,"6,494",109,2.88%,2.34%,73.51%,83.05%,8,1,0.17%,1.56%,"₹1,07,952.00","₹13,494.00",8,1
B00HVBJ6W4,B00HVBJ6W4,Fossil Riley Analog White & Beige Dial Women's Watch -ES3466,"1,741",37,1.04%,1.11%,"2,240",40,0.99%,0.86%,98.36%,100.00%,8,0,0.46%,0.00%,"₹68,826.00",₹0.00,8,0
B00WM0CF4A,B00WM0CF4A,Fossil Women's ES3843 Jacqueline Analog Quartz Blue Watch,"1,611",18,0.96%,0.54%,"2,175",24,0.96%,0.52%,76.52%,77.78%,8,0,0.50%,0.00%,"₹71,960.00",₹0.00,8,0
B0D936GPVL,B0D936GPVL,Fossil Harlow Gold Watch ES5361,"2,929",53,1.75%,1.59%,"3,702",77,1.64%,1.65%,96.63%,100.00%,8,0,0.27%,0.00%,"₹1,07,952.00",₹0.00,8,0
B07LDHVWTF,B07LDHVWTF,Saregama Carvaan Mini 2.0 Gurbani- Music Player with Bluetooth/FM/AM/AUX (Saffron Orange),"1,040",38,0.62%,1.14%,"1,508",58,0.67%,1.25%,14.24%,21.88%,7,1,0.67%,2.63%,"₹17,430.00","₹2,490.00",7,1
B0DKJHSD8R,B0DKJHSD8R,Armani Exchange Analog Gray Dial Men's Stainless Steel Watch-AX4184,"3,079",65,1.84%,1.95%,"4,257",77,1.89%,1.65%,83.33%,64.58%,7,0,0.23%,0.00%,"₹1,11,965.00",₹0.00,7,0
B007NM84PQ,B007NM84PQ,Fossil Women Jesse Analog Rose Gold Dial Watch - ES3020,"2,436",27,1.45%,0.81%,"3,059",38,1.35%,0.82%,96.11%,100.00%,6,0,0.25%,0.00%,"₹71,964.00",₹0.00,6,0
B00AFTTQ8I,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,"2,168",33,1.29%,0.99%,"2,727",44,1.21%,0.95%,99.80%,100.00%,6,0,0.28%,0.00%,"₹77,964.00",₹0.00,6,0
B0DKJH623H,B0DKJH623H,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2461,903,28,0.54%,0.84%,"1,384",43,0.61%,0.92%,67.00%,91.30%,6,0,0.66%,0.00%,"₹64,782.00",₹0.00,6,0
B0DSBSGK17,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,"1,739",47,1.04%,1.41%,"2,350",54,1.04%,1.16%,90.76%,100.00%,6,0,0.35%,0.00%,"₹95,964.00",₹0.00,6,0
B0FCVPBY7Y,B0FCVPBY7Y,Fossil Grant Multicolor Quartz Stainless Steel Watch FS6131,"3,475",100,2.07%,3.00%,"4,965",134,2.20%,2.88%,76.81%,78.38%,6,0,0.17%,0.00%,"₹86,970.00",₹0.00,6,0
B07RMH1BMS,B07RMH1BMS,Saregama SCM02 Carvaan Mini Malayalam Bluetooth Speaker (Sunset Red),340,4,0.20%,0.12%,471,5,0.21%,0.11%,27.29%,100.00%,5,0,1.47%,0.00%,"₹12,450.00",₹0.00,5,0
B08QVCPDVT,B08QVCPDVT,Fossil Neutra Silver Watch FS5792,"1,742",25,1.04%,0.75%,"2,255",37,1.00%,0.79%,90.20%,100.00%,5,1,0.29%,4.00%,"₹72,470.00","₹14,494.00",5,1
B0DJ2WKCPD,B0DJ2WKCPD,Fossil Women's Harlow Pink Quartz Analog Stainless Steel Watch ES5386,464,13,0.28%,0.39%,664,32,0.29%,0.69%,89.31%,100.00%,5,1,1.08%,7.69%,"₹67,475.00","₹13,495.00",5,1
B0DSBSD26P,B0DSBSD26P,Fossil Chronograph Men Neutra Grey Quartz Stainless Steel Blue Dial Watch FS6111,"1,026",18,0.61%,0.54%,"1,394",24,0.62%,0.52%,78.09%,81.82%,5,0,0.49%,0.00%,"₹72,470.00",₹0.00,5,0
B07M7P7VLX,B07M7P7VLX,Fossil Women's Analog Watch (Black),"1,369",30,0.82%,0.90%,"1,844",36,0.82%,0.77%,91.46%,94.74%,4,0,0.29%,0.00%,"₹36,438.00",₹0.00,4,0
B07RZ1R1HJ,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",792,12,0.47%,0.36%,"1,097",16,0.49%,0.34%,98.76%,100.00%,4,0,0.51%,0.00%,"₹51,976.00",₹0.00,4,0
B07S3X9JYX,B07S3X9JYX,"Saregama Carvaan 2.0 Hindi Portable Music Player 5000 Pre-Loaded Songs with Podcast, FM/BT/AUX (Classic Black)",933,32,0.56%,0.96%,"1,244",45,0.55%,0.97%,28.20%,6.67%,4,0,0.43%,0.00%,"₹39,160.00",₹0.00,4,0
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,724",38,1.03%,1.14%,"2,108",40,0.93%,0.86%,73.94%,78.26%,4,0,0.23%,0.00%,"₹73,580.00",₹0.00,4,0
B0DSBQYVSM,B0DSBQYVSM,Fossil Men Neutra Multicolor Quartz Stainless Steel White Dial Analog Watch FS6112,713,19,0.42%,0.57%,936,30,0.41%,0.64%,85.34%,84.62%,4,0,0.56%,0.00%,"₹57,976.00",₹0.00,4,0
B00AMWDOEK,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,"2,670",39,1.59%,1.17%,"3,310",57,1.47%,1.22%,98.36%,100.00%,3,1,0.11%,2.56%,"₹38,982.00","₹12,994.00",3,1
B01KNMEVDG,B01KNMEVDG,Fossil Grant Sport Blue Watch FS5237,"9,328",171,5.56%,5.13%,"12,493",213,5.53%,4.58%,3.72%,4.59%,3,0,0.03%,0.00%,"₹23,391.00",₹0.00,3,0
B07MFZ6S2Q,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,830,8,0.49%,0.24%,"1,160",8,0.51%,0.17%,90.27%,100.00%,3,0,0.36%,0.00%,"₹43,482.00",₹0.00,3,0
B0C77PPS9S,B0C77PPS9S,Fossil Analog White Dial Women's Watch-Es5310 - Leather,819,18,0.49%,0.54%,"1,077",20,0.48%,0.43%,92.83%,100.00%,3,0,0.37%,0.00%,"₹35,982.00",₹0.00,3,0
B0CRCWV9DV,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band","1,037",34,0.62%,1.02%,"1,365",40,0.60%,0.86%,82.76%,100.00%,3,0,0.29%,0.00%,"₹47,982.00",₹0.00,3,0
B0D9362N4Q,B0D9362N4Q,Fossil Harlow Silver Watch ES5363,864,9,0.51%,0.27%,"1,067",15,0.47%,0.32%,82.82%,100.00%,3,0,0.35%,0.00%,"₹40,482.00",₹0.00,3,0
B079XB5RXH,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),"1,108",23,0.66%,0.69%,"1,487",34,0.66%,0.73%,99.70%,100.00%,2,0,0.18%,0.00%,"₹48,988.00",₹0.00,2,0
B07LDJJ4JP,B07LDJJ4JP,Saregama Carvaan Mini 2.0 Tamil- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),444,16,0.26%,0.48%,642,23,0.28%,0.49%,4.86%,45.00%,2,0,0.45%,0.00%,"₹4,980.00",₹0.00,2,0
B07RMH1F26,B07RMH1F26,Saregama Carvaan Mini 2.0 Kannada- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),266,2,0.16%,0.06%,406,3,0.18%,0.06%,13.84%,0.00%,2,0,0.75%,0.00%,"₹4,980.00",₹0.00,2,0
B0846PJPW9,B0846PJPW9,Armani Exchange Black Dial Analog Men's Watch,"3,315",73,1.98%,2.19%,"4,647",92,2.06%,1.98%,7.69%,6.00%,2,0,0.06%,0.00%,"₹16,094.00",₹0.00,2,0
B0846Q1JT5,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,"1,002",11,0.60%,0.33%,"1,265",15,0.56%,0.32%,90.34%,88.89%,2,0,0.20%,0.00%,"₹30,990.00",₹0.00,2,0
B09BBK2LV4,B09BBK2LV4,Emporio Armani Silver Watch AR11360,358,11,0.21%,0.33%,454,40,0.20%,0.86%,70.66%,27.27%,2,0,0.56%,0.00%,"₹55,990.00",₹0.00,2,0
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"1,605",45,0.96%,1.35%,"2,154",55,0.95%,1.18%,69.72%,72.00%,2,0,0.12%,0.00%,"₹43,988.00",₹0.00,2,0
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap","1,017",6,0.61%,0.18%,"1,353",6,0.60%,0.13%,91.56%,80.00%,2,0,0.20%,0.00%,"₹25,990.00",₹0.00,2,0
B0CF5XZR93,B0CF5XZR93,Fossil Analog Black Dial Men's Watch-Fs6032 - Stainless Steel,623,16,0.37%,0.48%,820,21,0.36%,0.45%,84.36%,90.00%,2,0,0.32%,0.00%,"₹26,988.00",₹0.00,2,0
B0CFBB587Z,B0CFBB587Z,"Fossil Analog Multicolor Dial Men's Watch-ME3253 Stainless Steel, Black Strap","1,618",32,0.96%,0.96%,"2,197",38,0.97%,0.82%,79.12%,88.89%,2,0,0.12%,0.00%,"₹45,988.00",₹0.00,2,0
B0CRD1DRXG,B0CRD1DRXG,"Fossil Men Townsman Silver Automatic Stainless Steel Analogue Watch Me3260, Blue Dial, Silver Band","1,968",34,1.17%,1.02%,"2,453",50,1.09%,1.07%,91.26%,96.55%,2,0,0.10%,0.00%,"₹43,988.00",₹0.00,2,0
B0CRD2CVZL,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,263,3,0.16%,0.09%,353,5,0.16%,0.11%,84.76%,100.00%,2,0,0.76%,0.00%,"₹23,988.00",₹0.00,2,0
B0D853Y52R,B0D853Y52R,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4181, Band Color:Multicolor",186,1,0.11%,0.03%,281,1,0.12%,0.02%,94.17%,100.00%,2,0,1.08%,0.00%,"₹31,990.00",₹0.00,2,0
B0D8572WTJ,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",349,11,0.21%,0.33%,479,18,0.21%,0.39%,93.75%,100.00%,2,0,0.57%,0.00%,"₹31,988.00",₹0.00,2,0
B0D9369MTM,B0D9369MTM,Fossil Harlow Brown Watch ES5364,"1,021",9,0.61%,0.27%,"1,229",15,0.54%,0.32%,90.71%,100.00%,2,0,0.20%,0.00%,"₹23,980.00",₹0.00,2,0
B0D955L5S7,B0D955L5S7,Michael Kors Lexington Gold Watch MK4842,177,3,0.11%,0.09%,238,4,0.11%,0.09%,99.03%,100.00%,2,0,1.13%,0.00%,"₹36,988.00",₹0.00,2,0
B0DJ2VFZWN,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,526,4,0.31%,0.12%,738,4,0.33%,0.09%,71.81%,100.00%,2,0,0.38%,0.00%,"₹15,990.00",₹0.00,2,0
B0DJ2Y1BG6,B0DJ2Y1BG6,Fossil Women's Carlie Gold Analog Quartz Stainless Steel Watch ES5387Set,448,5,0.27%,0.15%,566,5,0.25%,0.11%,66.03%,100.00%,2,0,0.45%,0.00%,"₹31,990.00",₹0.00,2,0
B0DKJJDZSF,B0DKJJDZSF,Armani Exchange Analog Gray Dial Men's Watch-AX2462,335,4,0.20%,0.12%,445,13,0.20%,0.28%,21.59%,0.00%,2,0,0.60%,0.00%,"₹19,996.00",₹0.00,2,0
B0DSBPT3J3,B0DSBPT3J3,Fossil Mens Everett Brown Quartz Leather Dark Brown Dial Analog Watch FS6108,191,1,0.11%,0.03%,273,3,0.12%,0.06%,75.63%,0.00%,2,0,1.05%,0.00%,"₹28,990.00",₹0.00,2,0
B0DSBR8G7Y,B0DSBR8G7Y,Armani Exchange Multicolor Quartz Stainless Steel Watch AX5176,128,2,0.08%,0.06%,170,2,0.08%,0.04%,99.32%,0.00%,2,0,1.56%,0.00%,"₹28,988.00",₹0.00,2,0
B0DSBRWZ8N,B0DSBRWZ8N,Fossil Chronograph Men Neutra Brown Quartz Leather Gold Dial Watch FS6113,816,15,0.49%,0.45%,"1,030",18,0.46%,0.39%,71.73%,100.00%,2,0,0.25%,0.00%,"₹25,990.00",₹0.00,2,0
B0DSBSVS4X,B0DSBSVS4X,Fossil Womens Raquel Silver Quartz Stainless Steel Blue Dial Analog Watch ES5402,306,3,0.18%,0.09%,409,4,0.18%,0.09%,56.70%,100.00%,2,0,0.65%,0.00%,"₹25,592.00",₹0.00,2,0
B0DT2Y9HRM,B0DT2Y9HRM,Emporio Armani Black Quartz Leather Watch AR11677,235,5,0.14%,0.15%,288,7,0.13%,0.15%,82.89%,100.00%,2,0,0.85%,0.00%,"₹34,292.00",₹0.00,2,0
B0FS5QZRYB,B0FS5QZRYB,Fossil Scarlette Multicolor Quartz Stainless Steel Watch ES5443,646,18,0.39%,0.54%,902,21,0.40%,0.45%,97.15%,100.00%,2,0,0.31%,0.00%,"₹23,990.00",₹0.00,2,0
B0FTKWD4HQ,B0FTKWD4HQ,Fossil Crosby Black Quartz Leather Watch FS6151,163,3,0.10%,0.09%,227,4,0.10%,0.09%,88.72%,66.67%,2,0,1.23%,0.00%,"₹23,990.00",₹0.00,2,0
B0FTMMNCK7,B0FTMMNCK7,Fossil Sloan Gold Quartz Stainless Steel Watch ES5444,490,11,0.29%,0.33%,669,25,0.30%,0.54%,81.82%,80.00%,2,1,0.41%,9.09%,"₹31,990.00","₹15,995.00",2,1
B0058XWUHA,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,748,9,0.45%,0.27%,993,16,0.44%,0.34%,96.84%,100.00%,1,0,0.13%,0.00%,"₹22,994.00",₹0.00,1,0
B00FF8CDSO,B00FF8CDSO,"Fossil Leather Virginia Analog Gold Dial Women's Watch-Es3405, Band Color:Multicolor",7,0,0.00%,0.00%,8,0,0.00%,0.00%,37.50%,0.00%,1,0,14.29%,0.00%,"₹7,797.00",₹0.00,1,0
B00STAYV6C,B00STAYV6C,Fossil Chronograph Men Grant Blue Quartz Leather Watch Fs5061Ie,40,0,0.02%,0.00%,56,0,0.02%,0.00%,80.00%,0.00%,1,0,2.50%,0.00%,"₹7,797.00",₹0.00,1,0
B012R0UNAW,B012R0UNAW,"Emporio Armani Stainless Steel Gianni T-Bar Analog White Dial Women Watch - Ar1926, Multi-Color Band","1,766",20,1.05%,0.60%,"2,269",24,1.00%,0.52%,97.07%,100.00%,1,0,0.06%,0.00%,"₹32,494.00",₹0.00,1,0
B0769YW2KN,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size","1,088",22,0.65%,0.66%,"1,367",26,0.61%,0.56%,76.26%,100.00%,1,0,0.09%,0.00%,"₹19,994.00",₹0.00,1,0
B077SN2LNP,B077SN2LNP,Michael Kors Lexington Analog Black Dial Men's Watch-MK8603,134,3,0.08%,0.09%,171,3,0.08%,0.06%,50.97%,0.00%,1,0,0.75%,0.00%,"₹24,494.00",₹0.00,1,0
B07SPCV89W,B07SPCV89W,Saregama Carvaan Mini 2.0 Bengali- Music Player with Bluetooth/FM/AM/AUX (Sunset red),540,10,0.32%,0.30%,742,11,0.33%,0.24%,4.44%,0.00%,1,0,0.19%,0.00%,"₹2,490.00",₹0.00,1,0
B07T2XYGR5,B07T2XYGR5,Diesel Men Spiked Green Quartz Stainless Steel Chronograph Watch DZ4670,88,3,0.05%,0.09%,124,5,0.05%,0.11%,90.27%,100.00%,1,0,1.14%,0.00%,"₹23,995.00",₹0.00,1,0
B07T2XZ5K4,B07T2XZ5K4,Diesel Analog Silver Dial Men's Watch-DZ2219,14,1,0.01%,0.03%,20,1,0.01%,0.02%,57.89%,100.00%,1,0,7.14%,0.00%,"₹10,497.00",₹0.00,1,0
B07T62YVHY,B07T62YVHY,Diesel Wonder-D White Watch DZ5618,36,1,0.02%,0.03%,45,1,0.02%,0.02%,100.00%,0.00%,1,0,2.78%,0.00%,"₹10,497.00",₹0.00,1,0
B08XBYKWW3,B08XBYKWW3,Emporio Armani Diver Analog Green Dial Men's Watch-AR11338,193,4,0.12%,0.12%,237,4,0.10%,0.09%,97.72%,66.67%,1,0,0.52%,0.00%,"₹22,994.00",₹0.00,1,0
B0975TDMW6,B0975TDMW6,"Fossil Bronson Analog Gray Dial Men's Watch-FS5855 Genuine Leather, Brown Strap",173,3,0.10%,0.09%,210,3,0.09%,0.06%,90.26%,50.00%,1,0,0.58%,0.00%,"₹8,697.00",₹0.00,1,0
B0B4G94VP3,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",45,0,0.03%,0.00%,65,0,0.03%,0.00%,6.67%,0.00%,1,0,2.22%,0.00%,₹447.00,₹0.00,1,0
B0BQZGJHKV,B0BQZGJHKV,Armani Exchange Analog Black Dial Men's Watch-AX1867,26,3,0.02%,0.09%,37,6,0.02%,0.13%,41.18%,0.00%,1,0,3.85%,0.00%,"₹10,847.00",₹0.00,1,0
B0BQZH3LGP,B0BQZH3LGP,Armani Exchange Analog Beige Dial Men's Watch-AX1739,16,1,0.01%,0.03%,29,5,0.01%,0.11%,86.96%,0.00%,1,0,6.25%,0.00%,"₹17,495.00",₹0.00,1,0
B0BS4BHNVN,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,241,5,0.14%,0.15%,310,8,0.14%,0.17%,88.89%,100.00%,1,0,0.41%,0.00%,"₹24,494.00",₹0.00,1,0
B0C7WKTMFC,B0C7WKTMFC,Michael Kors Analog Black Dial Men's Stainless Steel Watch-Mk9113,79,1,0.05%,0.03%,95,1,0.04%,0.02%,98.88%,0.00%,1,0,1.27%,0.00%,"₹20,494.00",₹0.00,1,0
B0CDQHYGLW,B0CDQHYGLW,Emporio Armani Analog Multicolor Dial Women's Watch-AR11558,39,1,0.02%,0.03%,78,1,0.03%,0.02%,100.00%,0.00%,1,0,2.56%,0.00%,"₹18,897.00",₹0.00,1,0
B0CF61X2BG,B0CF61X2BG,Fossil Analog Blue Dial Men's Watch-Fs6029 - Stainless Steel,386,12,0.23%,0.36%,493,13,0.22%,0.28%,81.31%,100.00%,1,0,0.26%,0.00%,"₹13,494.00",₹0.00,1,0
B0CFBCTN93,B0CFBCTN93,"Fossil Machine Brown Automatic Leather Watch Me3254 - Analog, Men","2,002",29,1.19%,0.87%,"2,437",31,1.08%,0.67%,79.80%,90.00%,1,0,0.05%,0.00%,"₹20,994.00",₹0.00,1,0
B0CH4PMR8K,B0CH4PMR8K,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",16,0,0.01%,0.00%,23,0,0.01%,0.00%,5.56%,0.00%,1,0,6.25%,0.00%,"₹1,549.00",₹0.00,1,0
B0CHXTNMNX,B0CHXTNMNX,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax7151Set, Band Color:Gold",285,9,0.17%,0.27%,359,10,0.16%,0.21%,84.52%,100.00%,1,0,0.35%,0.00%,"₹19,995.00",₹0.00,1,0
B0CHXTV16D,B0CHXTV16D,Armani Exchange Two Tone Watch AX1956,125,1,0.07%,0.03%,167,1,0.07%,0.02%,97.39%,100.00%,1,0,0.80%,0.00%,"₹12,246.00",₹0.00,1,0
B0CJ6ZHK1S,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",367,7,0.22%,0.21%,440,9,0.19%,0.19%,95.30%,100.00%,1,0,0.27%,0.00%,"₹15,994.00",₹0.00,1,0
B0CJ6ZW8F6,B0CJ6ZW8F6,"Fossil Watch Ring Gold dial ES5319 for Women, Analog, Stainless Steel, Gold Strap",376,9,0.22%,0.27%,434,14,0.19%,0.30%,58.98%,70.00%,1,1,0.27%,11.11%,"₹11,994.00","₹11,994.00",1,1
B0CRCZ8TGK,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",695,8,0.41%,0.24%,858,12,0.38%,0.26%,84.41%,85.71%,1,0,0.14%,0.00%,"₹11,993.00",₹0.00,1,0
B0CRSQDJJ5,B0CRSQDJJ5,"Michael Kors Analog Green Dial Men's Stainless Steel Watch-Mk9152, Band Color:Silver",160,2,0.10%,0.06%,199,3,0.09%,0.06%,83.33%,100.00%,1,0,0.63%,0.00%,"₹22,994.00",₹0.00,1,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,728,14,0.43%,0.42%,"1,024",15,0.45%,0.32%,46.22%,33.33%,1,0,0.14%,0.00%,"₹9,597.00",₹0.00,1,0
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",99,0,0.06%,0.00%,151,0,0.07%,0.00%,61.07%,0.00%,1,0,1.01%,0.00%,₹689.00,₹0.00,1,0
B0D9568SNM,B0D9568SNM,Michael Kors Alek Gold Watch MK9184,197,3,0.12%,0.09%,270,5,0.12%,0.11%,83.05%,50.00%,1,0,0.51%,0.00%,"₹13,797.00",₹0.00,1,0
B0D9573TBX,B0D9573TBX,Michael Kors Accelerator 2.0 Black Watch MK9179,87,1,0.05%,0.03%,121,1,0.05%,0.02%,96.33%,0.00%,1,0,1.15%,0.00%,"₹17,147.00",₹0.00,1,0
B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,776,13,0.46%,0.39%,"1,057",19,0.47%,0.41%,8.92%,0.00%,1,0,0.13%,0.00%,"₹2,099.00",₹0.00,1,0
B0DJ2XCDJ1,B0DJ2XCDJ1,Emporio Armani Women's Stainless Steel Analog Green Dial Watch-AR11639,287,8,0.17%,0.24%,396,19,0.18%,0.41%,99.73%,100.00%,1,1,0.35%,12.50%,"₹24,495.00","₹24,495.00",1,1
B0DJ2XQB3P,B0DJ2XQB3P,Fossil Men's Everett Black Analog Quartz Leather Watch FS6089,99,4,0.06%,0.12%,156,9,0.07%,0.19%,59.60%,75.00%,1,0,1.01%,0.00%,"₹8,397.00",₹0.00,1,0
B0DKJHJV6T,B0DKJHJV6T,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2460,278,6,0.17%,0.18%,387,8,0.17%,0.17%,92.53%,100.00%,1,0,0.36%,0.00%,"₹10,797.00",₹0.00,1,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,300,2,0.18%,0.06%,391,4,0.17%,0.09%,73.97%,100.00%,1,0,0.33%,0.00%,"₹11,498.00",₹0.00,1,0
B0DSBQCZTK,B0DSBQCZTK,Armani Exchange Men Analogue Black Band Black Quartz Stainless Steel Watch AX2463,"1,648",38,0.98%,1.14%,"2,141",52,0.95%,1.12%,98.72%,100.00%,1,0,0.06%,0.00%,"₹23,991.00",₹0.00,1,0
B0DT2Q1R2H,B0DT2Q1R2H,Emporio Armani Black Quartz Leather Watch AR11666,"1,418",16,0.85%,0.48%,"1,887",26,0.84%,0.56%,96.17%,100.00%,1,0,0.07%,0.00%,"₹15,995.00",₹0.00,1,0
