week,brand,model,channel,sku,sku_status,units_sold,gross_sales,gmv,nlc,sales_nlc,category_l0,category_l1,category_l2
Week 14,Fossil,MK9223,Amazon,FBA79893,,1,14531.35593,14531.35593,,,,,
Week 14,Fossil,MK9240,Amazon,FBA79948,,0,0,0,,,,,
Week 14,Fossil,MK9242,Amazon,FBA79949,,0,0,0,,,,,
Week 14,Fossil,MK9245SET,Amazon,FBA79950,,0,0,0,,,,,
Week 14,Fossil,MKO1224,Amazon,FBA79951,,0,0,0,,,,,
Week 14,Fossil,SKW2694,Amazon,FBA69631,,0,0,0,,,,,
Week 14,Fossil,SKW3121,Amazon,FBA79122,,0,0,0,,,,,
Week 14,Nexlev,,BI Worldwide,FBA79351,,1,720,720,,,,,
Week 14,Nexlev,AM-C3,B2B,FBA75675,,2,1441,1441,,,,,
Week 14,Nexlev,AP-01,Amazon,FBA79683,,0,0,0,,,,,
Week 14,Nexlev,AP-01 HEPA,Amazon,FBA79777,,0,0,0,,,,,
Week 14,Nexlev,AP-03,Amazon,FBA79692,,5,15033.89831,15033.89831,,,,,
Week 14,Nexlev,AP-03,B2B,FBA79692,,2,5475,5475,,,,,
Week 14,Nexlev,AP-03,BI Worldwide,FBA79692,,5,12962,12962,,,,,
Week 14,Nexlev,AP-03,Blinkit Sales,FBA79692,,4,14127.3072,14127.3072,,,,,
Week 14,Nexlev,AP-03 HEPA,Amazon,FBA79778,,1,931.3559322,931.3559322,,,,,
Week 14,Nexlev,BM-02,Amazon,FBA79598,,0,0,0,,,,,
Week 14,Nexlev,BR-01,Amazon,FBA79570,,13,17607.62712,17607.62712,,,,,
Week 14,Nexlev,BR-01,BI Worldwide,FBA79570,,1,1152,1152,,,,,
Week 14,Nexlev,BR-01,Blinkit Sales,FBA79570,,3,4737.4308,4737.4308,,,,,
Week 14,Nexlev,CF-01,Amazon,FBA79484,,0,0,0,,,,,
Week 14,Nexlev,CFM-01,Amazon,FBA79590,,34,76254.26271,76254.26271,,,,,
Week 14,Nexlev,CFM-01,Blinkit Sales,FBA79590,,11,30923.7426,30923.7426,,,,,
Week 14,Nexlev,CFM-01,D2C - Nexlev,FBA79590,,1,2825.714286,2825.714286,,,,,
Week 14,Nexlev,CFM-02,Amazon,FBA79689,,0,0,0,,,,,
Week 14,Nexlev,CFM-03,Amazon,FBA79849,,7,29655.08475,29655.08475,,,,,
Week 14,Nexlev,CM-01-BL,Amazon,FBA79464,,0,0,0,,,,,
Week 14,Nexlev,CM-01-BL,Blinkit Sales,FBA79464,,0,0,0,,,,,
Week 14,Nexlev,CM-02-PR,Amazon,FBA79472,,4,4561.449153,4561.449153,,,,,
Week 14,Nexlev,CM-02-PR,BI Worldwide,FBA79472,,2,2185,2185,,,,,
Week 14,Nexlev,CM-02-PR,Pharmaeasy,FBA79472,,1,1237,1237,,,,,
Week 14,Nexlev,CR-01,Amazon,FBA79265,,10,5450,5450,,,,,
Week 14,Nexlev,CR-01,BI Worldwide,FBA79265,,7,3524,3524,,,,,
Week 14,Nexlev,CR-01,Blinkit Sales,FBA79265,,0,0,0,,,,,
Week 14,Nexlev,CR-01,Myntra,FBA79265,,1,1360.17,1360.17,,,,,
Week 14,Nexlev,DF-01-BK,Amazon,FBA79174,,1,1386.440678,1386.440678,,,,,
Week 14,Nexlev,DH-01,Amazon,FBM79991,,10,42533.90678,42533.90678,,,,,
Week 14,Nexlev,EA-01,Amazon,FBA79350,,14,13106.77966,13106.77966,,,,,
Week 14,Nexlev,EA-01,B2B,FBA79350,,2,2089,2089,,,,,
Week 14,Nexlev,EA-01,BI Worldwide,FBA79350,,2,1779,1779,,,,,
Week 14,Nexlev,EA-01,Blinkit Sales,FBA79350,,2,2172.0636,2172.0636,,,,,
Week 14,Nexlev,EA-02,Amazon,FBA79573,,14,22649.15254,22649.15254,,,,,
Week 14,Nexlev,EA-02,BI Worldwide,FBA79573,,1,2104,2104,,,,,
Week 14,Nexlev,EA-02,Blinkit Sales,FBA79573,,7,17978.3226,17978.3226,,,,,
Week 14,Nexlev,EM-02,Pharmaeasy,FBA79595,,3,5061,5061,,,,,
Week 14,Nexlev,ET-01-BK,Amazon,FBA79233,,17,4120.338983,4120.338983,,,,,
Week 14,Nexlev,ET-01-BK,CRED_B2C,FBA79233,,2,541,541,,,,,
Week 14,Nexlev,ET-02-GN,Amazon,FBA79234,,17,4105.932203,4105.932203,,,,,
Week 14,Nexlev,ET-02-GN,B2B,FBA79234,,6,2747,2747,,,,,
Week 14,Nexlev,ET-02-GN,CRED_B2C,FBA79234,,1,270,270,,,,,
Week 14,Nexlev,ET-02-GN,Pharmaeasy,FBA79234,,1,348,348,,,,,
Week 14,Nexlev,ETC-04-WH,Amazon,FBA79346,,0,0,0,,,,,
Week 14,Nexlev,ETC-04-WH,Blinkit Sales,FBA79346,,8,5891.6484,5891.6484,,,,,
Week 14,Nexlev,ETC-05-PI,Amazon,FBA79347,,0,0,0,,,,,
Week 14,Nexlev,ETC-05-PI,CRED_B2C,FBA79347,,3,1485,1485,,,,,
Week 14,Nexlev,ETC-05-PI,Pharmaeasy,FBA79347,,1,1094,1094,,,,,
Week 14,Nexlev,ETC-07-WH,Amazon,FBA79673,,7,3954.237288,3954.237288,,,,,
Week 14,Nexlev,ETC-07-WH,BI Worldwide,FBA79673,,9,4123,4123,,,,,
Week 14,Nexlev,ETC-07-WH,Blinkit Sales,FBA79673,,0,0,0,,,,,
Week 14,Nexlev,ETC-08-BL,Amazon,FBA79707,,4,2500.508475,2500.508475,,,,,
Week 14,Nexlev,ETC-08-BL,BI Worldwide,FBA79707,,2,1178,1178,,,,,
Week 14,Nexlev,ETC-08-BL,Blinkit Sales,FBA79707,,0,0,0,,,,,
Week 14,Nexlev,ETC-08-BL,Pharmaeasy,FBA79707,,1,585,585,,,,,
Week 14,Nexlev,ETR-06,Amazon,FBA79381,,0,0,0,,,,,
Week 14,Nexlev,ETR-06,BI Worldwide,FBA79381,,6,4500,4500,,,,,
Week 14,Nexlev,ETR-06,Blinkit Sales,FBA79381,,0,0,0,,,,,
Week 14,Nexlev,ETR-06,CRED_B2C,FBA79381,,1,914,914,,,,,
Week 14,Nexlev,FS-01,Amazon,FBA79404,,7,10375.42373,10375.42373,,,,,
Week 14,Nexlev,FS-01,BI Worldwide,FBA79404,,9,11342,11342,,,,,
Week 14,Nexlev,FS-01,Blinkit Sales,FBA79404,,6,10370.1708,10370.1708,,,,,
Week 14,Nexlev,GS-02,Amazon,FBA78980,,29,48267.79661,48267.79661,,,,,
Week 14,Nexlev,GS-02,B2B,FBA78980,,15,23636,23636,,,,,
Week 14,Nexlev,GS-02,BI Worldwide,FBA78980,,8,12671,12671,,,,,
Week 14,Nexlev,GS-02,Blinkit Sales,FBA78980,,7,14914.9026,14914.9026,,,,,
Week 14,Nexlev,GS-02,D2C - Nexlev,FBA78980,,10,19915.25424,19915.25424,,,,,
Week 14,Nexlev,GS-04,Amazon,FBA79229,,0,0,0,,,,,
Week 14,Nexlev,GS-05,Amazon,FBA79268,,13,17490.67797,17490.67797,,,,,
Week 14,Nexlev,GS-05,B2B,FBA79268,,5,7745,7745,,,,,
Week 14,Nexlev,GS-05,BI Worldwide,FBA79268,,2,2664,2664,,,,,
Week 14,Nexlev,GS-05,Blinkit Sales,FBA79268,,16,29778.4188,29778.4188,,,,,
Week 14,Nexlev,GS-05,D2C - Nexlev,FBA79268,,1,1661.016949,1661.016949,,,,,
Week 14,Nexlev,HB-01,Amazon,FBA79676,,2,1778.813559,1778.813559,,,,,
Week 14,Nexlev,HD-01,Amazon,FBA79278,,1,1270.338983,1270.338983,,,,,
Week 14,Nexlev,HD-01,B2B,FBA79278,,5,5149,5149,,,,,
Week 14,Nexlev,HD-01,Blinkit Sales,FBA79278,,0,0,0,,,,,
Week 14,Nexlev,HD-02,Amazon,FBA79348,,13,9210.169492,9210.169492,,,,,
Week 14,Nexlev,HD-02,B2B,FBA79348,,6,4647,4647,,,,,
Week 14,Nexlev,HD-02,Blinkit Sales,FBA79348,,0,0,0,,,,,
Week 14,Nexlev,HD-02,D2C - Nexlev,FBA79348,,3,2921.186441,2921.186441,,,,,
Week 14,Nexlev,HM-01,Amazon,FBA79332,,1,846.6101695,846.6101695,,,,,
Week 14,Nexlev,HM-01,B2B,FBA79332,,17,14586,14586,,,,,
Week 14,Nexlev,HM-01,BI Worldwide,FBA79332,,4,3234,3234,,,,,
Week 14,Nexlev,HM-01,Blinkit Sales,FBA79332,,3,2961.6354,2961.6354,,,,,
Week 14,Nexlev,HM-02,BI Worldwide,FBA79333,,25,28310,28310,,,,,
Week 14,Nexlev,HM-02,Blinkit Sales,FBA79333,,1,1382.4918,1382.4918,,,,,
Week 14,Nexlev,HS-01,Amazon,FBA79272,,1,626.2711864,626.2711864,,,,,
Week 14,Nexlev,HS-01,D2C - Nexlev,FBA79272,,4,2871.186441,2871.186441,,,,,
Week 14,Nexlev,HS-02,Amazon,FBA79273,,2,1333.974576,1333.974576,,,,,
Week 14,Nexlev,HS-02,BI Worldwide,FBA79273,,2,1151,1151,,,,,
Week 14,Nexlev,HS-02,D2C - Nexlev,FBA79273,,4,3050.847458,3050.847458,,,,,
Week 14,Nexlev,HSB-03,Amazon,FBA79405,,5,8241.957627,8241.957627,,,,,
Week 14,Nexlev,HSB-03,B2B,FBA79405,,4,5312,5312,,,,,
Week 14,Nexlev,HSB-03,BI Worldwide,FBA79405,,4,5471,5471,,,,,
Week 14,Nexlev,HSB-03,Blinkit Sales,FBA79405,,0,0,0,,,,,
Week 14,Nexlev,HSB-03,Myntra,FBA79405,,2,4622.03,4622.03,,,,,
Week 14,Nexlev,HSB-04,Amazon,FBA79406,,16,29251.69492,29251.69492,,,,,
Week 14,Nexlev,HSB-04,Blinkit Sales,FBA79406,,3,7260.3054,7260.3054,,,,,
Week 14,Nexlev,HSB-04,Myntra,FBA79406,,2,4916.95,4916.95,,,,,
Week 14,Nexlev,HU-01,Amazon,FBA79681,,0,0,0,,,,,
Week 14,Nexlev,HU-01,Myntra,FBA79681,,1,2685.59,2685.59,,,,,
Week 14,Nexlev,HU-02,Amazon,FBA79682,,14,18089.83898,18089.83898,,,,,
Week 14,Nexlev,HU-02,Blinkit Sales,FBA79682,,0,0,0,,,,,
Week 14,Nexlev,IPL-01,Blinkit Sales,FBA79571,,0,0,0,,,,,
Week 14,Nexlev,KE-01,Amazon,FBA79488,,22,40234.76271,40234.76271,,,,,
Week 14,Nexlev,KE-01,B2B,FBA79488,,11,12376,12376,,,,,
Week 14,Nexlev,KE-01,BI Worldwide,FBA79488,,5,6301,6301,,,,,
Week 14,Nexlev,KE-01,Blinkit Sales,FBA79488,,0,0,0,,,,,
Week 14,Nexlev,KE-02,Amazon,FBA79489,,22,33964.40678,33964.40678,,,,,
Week 14,Nexlev,KE-02,BI Worldwide,FBA79489,,3,3671,3671,,,,,
Week 14,Nexlev,KE-02,Blinkit Sales,FBA79489,,7,13976.1126,13976.1126,,,,,
Week 14,Nexlev,KE-02,D2C - Nexlev,FBA79489,,2,3049.152542,3049.152542,,,,,
Week 14,Nexlev,KE-03,Amazon,FBA79809,,0,0,0,,,,,
Week 14,Nexlev,KE-03,BI Worldwide,FBA79809,,2,1178,1178,,,,,
Week 14,Nexlev,KE-03,Blinkit Sales,FBA79809,,0,0,0,,,,,
Week 14,Nexlev,KM-01,Amazon,FBA79591,,12,13507.62712,13507.62712,,,,,
Week 14,Nexlev,KM-01,Blinkit Sales,FBA79591,,0,0,0,,,,,
Week 14,Nexlev,LE-02,Amazon,FBA79440,,6,10147.4661,10147.4661,,,,,
Week 14,Nexlev,LE-02,Blinkit Sales,FBA79440,,0,0,0,,,,,
Week 14,Nexlev,LE-03,Amazon,FBA79443,,2,2879.661017,2879.661017,,,,,
Week 14,Nexlev,LE-04,Amazon,FBA79469,,6,7761.864407,7761.864407,,,,,
Week 14,Nexlev,LE-04,Blinkit Sales,FBA79469,,0,0,0,,,,,
Week 14,Nexlev,LR-01,Amazon,FBA79279,,2,1455.932203,1455.932203,,,,,
Week 14,Nexlev,LR-01,Blinkit Sales,FBA79279,,8,6958.9044,6958.9044,,,,,
Week 14,Nexlev,LR-01 Set of 2 blades,Amazon,FBA79606,,1,317.7966102,317.7966102,,,,,
Week 14,Nexlev,LR-02,Amazon,FBA79280,,27,30488.13559,30488.13559,,,,,
Week 14,Nexlev,LR-02,Blinkit Sales,FBA79280,,0,0,0,,,,,
Week 14,Nexlev,LR-02 Set of 2 blades,Amazon,FBA79607,,1,402.5423729,402.5423729,,,,,
Week 14,Nexlev,LR-03,Amazon,FBA79819,,11,2855.932203,2855.932203,,,,,
Week 14,Nexlev,LR-03,BI Worldwide,FBA79819,,14,3725,3725,,,,,
Week 14,Nexlev,LR-03,Blinkit Sales,FBA79819,,12,4245.3072,4245.3072,,,,,
Week 14,Nexlev,LR-03,CRED_B2C,FBA79819,,1,297,297,,,,,
Week 14,Nexlev,LR-03,D2C - Nexlev,FBA79819,,1,322.8813559,322.8813559,,,,,
Week 14,Nexlev,MC-01,Amazon,FBA79811,,4,1908.474576,1908.474576,,,,,
Week 14,Nexlev,MF-01,Amazon,FBA79810,,2,806.779661,806.779661,,,,,
Week 14,Nexlev,MG-01,Amazon,FBA79596,,1,1524.576271,1524.576271,,,,,
Week 14,Nexlev,MG-01,Blinkit Sales,FBA79596,,0,0,0,,,,,
Week 14,Nexlev,MGC-03,Amazon,FBA79687,,0,0,0,,,,,
Week 14,Nexlev,MGS-02,Amazon,FBA79686,,0,0,0,,,,,
Week 14,Nexlev,MR-01,Amazon,FBA79263,,67,151505.1017,151505.1017,,,,,
Week 14,Nexlev,MR-01,Blinkit Sales,FBA79263,,2,5729.5836,5729.5836,,,,,
Week 14,Nexlev,MR-02,Amazon,FBA79439,,33,92120.34746,92120.34746,,,,,
Week 14,Nexlev,MR-02,B2B,FBA79439,,1,2373,2373,,,,,
Week 14,Nexlev,MR-02,Blinkit Sales,FBA79439,,0,0,0,,,,,
Week 14,Nexlev,MR-02 HEPA Filter,Amazon,FBA79721,,0,0,0,,,,,
Week 14,Nexlev,NP-01,Amazon,FBA78994,,0,0,0,,,,,
Week 14,Nexlev,NP-03,Amazon,FBA78996,,0,0,0,,,,,
Week 14,Nexlev,NP-03,Blinkit Sales,FBA78996,,0,0,0,,,,,
Week 14,Nexlev,NP-03,CRED_B2C,FBA78996,,1,762,762,,,,,
Week 14,Nexlev,NP-06,Amazon,FBA79677,,0,0,0,,,,,
Week 14,Nexlev,NP-06,Blinkit Sales,FBA79677,,1,965.4714,965.4714,,,,,
Week 14,Nexlev,NP-07,Amazon,FBA79678,,0,0,0,,,,,
Week 14,Nexlev,NP-07,BI Worldwide,FBA79678,,1,769,769,,,,,
Week 14,Nexlev,PB-01,Amazon,FBA79812,,20,32189.83051,32189.83051,,,,,
Week 14,Nexlev,PB-01,BI Worldwide,FBA79812,,1,1584,1584,,,,,
Week 14,Nexlev,PM-01,Blinkit Sales,FBA79675,,0,0,0,,,,,
Week 14,Nexlev,PM-02,Amazon,FBA79690,,0,0,0,,,,,
Week 14,Nexlev,SC-01,Amazon,FBA78981,,77,231417.8136,231417.8136,,,,,
Week 14,Nexlev,SC-01,B2B,FBA78981,,30,69737.4,69737.4,,,,,
Week 14,Nexlev,SC-01,Blinkit Sales,FBA78981,,3,10471.9554,10471.9554,,,,,
Week 14,Nexlev,SC-01,D2C - Nexlev,FBA78981,,2,6269.491525,6269.491525,,,,,
Week 14,Nexlev,SC-01 Set of Spares,Amazon,FBA79771,,3,1014.40678,1014.40678,,,,,
Week 14,Nexlev,SC-02,Blinkit Sales,FBA79262,,0,0,0,,,,,
Week 14,Nexlev,SC-03,Amazon,FBA79277,,11,47444.0678,47444.0678,,,,,
Week 14,Nexlev,SC-04,Amazon,FBA79567,,38,183004.2373,183004.2373,,,,,
Week 14,Nexlev,SC-04,B2B,FBA79567,,1,4106,4106,,,,,
Week 14,Nexlev,SC-04,BI Worldwide,FBA79567,,1,4321,4321,,,,,
Week 14,Nexlev,SC-04,Blinkit Sales,FBA79567,,0,0,0,,,,,
Week 14,Nexlev,SC-04,D2C - Nexlev,FBA79567,,1,5388.983051,5388.983051,,,,,
Week 14,Nexlev,SC-04 Set of 2 Mops,Amazon,FBA79714,,0,0,0,,,,,
Week 14,Nexlev,SC-04 Spare Set,Amazon,FBA79843,,1,233.0508475,233.0508475,,,,,
Week 14,Nexlev,SC-05,Amazon,FBA79652,,65,152492.3814,152492.3814,,,,,
Week 14,Nexlev,SC-05,B2B,FBA79652,,1,2053,2053,,,,,
Week 14,Nexlev,SC-05,Blinkit Sales,FBA79652,,3,8594.3754,8594.3754,,,,,
Week 14,Nexlev,SC-05 SC-05 - Set of Spares,Amazon,FBA79912,,0,0,0,,,,,
Week 14,Nexlev,SM-01,Amazon,FBA79276,,12,35178.82203,35178.82203,,,,,
Week 14,Nexlev,SM-01,Blinkit Sales,FBA79276,,0,0,0,,,,,
Week 14,Nexlev,SPM-01 Set of 2 Mops,Amazon,FBA79717,,0,0,0,,,,,
Week 14,Nexlev,SS-01,Amazon,FBA79451,,0,0,0,,,,,
Week 14,Nexlev,SS-01,BI Worldwide,FBA79451,,2,3746,3746,,,,,
Week 14,Nexlev,SS-02,Amazon,FBA79589,,9,11066.82203,11066.82203,,,,,
Week 14,Nexlev,SS-02,B2B,FBA79589,,17,24454,24454,,,,,
Week 14,Nexlev,SS-02,BI Worldwide,FBA79589,,2,3456,3456,,,,,
Week 14,Nexlev,SS-02,Blinkit Sales,FBA79589,,10,14220.198,14220.198,,,,,
Week 14,Nexlev,SS-02 Set of Spares,Amazon,FBA79657,,1,741.5254237,741.5254237,,,,,
Week 14,Nexlev,ST-01,Amazon,FBA79679,,14,63998.31356,63998.31356,,,,,
Week 14,Nexlev,ST-01,BI Worldwide,FBA79679,,2,8614,8614,,,,,
Week 14,Nexlev,ST-01,D2C - Nexlev,FBA79679,,2,10167.79661,10167.79661,,,,,
Week 14,Nexlev,SW-01,Amazon,FBA79349,,30,25381.37288,25381.37288,,,,,
Week 14,Nexlev,SW-01,Blinkit Sales,FBA79349,,0,0,0,,,,,
Week 14,Nexlev,T-01,Blinkit Sales,FBA79266,,1,987.2118,987.2118,,,,,
Week 14,Nexlev,T-02,Amazon,FBA79267,,3,2853.389831,2853.389831,,,,,
Week 14,Nexlev,T-02,BI Worldwide,FBA79267,,7,6407,6407,,,,,
Week 14,Nexlev,T-02,Blinkit Sales,FBA79267,,0,0,0,,,,,
Week 14,Nexlev,T-02,D2C - Nexlev,FBA79267,,1,888.9830508,888.9830508,,,,,
Week 14,Nexlev,TI-01,Amazon,FBA79466,,0,0,0,,,,,
Week 14,Nexlev,TI-01,BI Worldwide,FBA79466,,1,1657,1657,,,,,
Week 14,Nexlev,TI-02,Amazon,FBA79473,,0,0,0,,,,,
Week 14,Nexlev,TI-02,BI Worldwide,FBA79473,,3,3455,3455,,,,,
Week 14,Nexlev,TI-02,Blinkit Sales,FBA79473,,4,6447.0168,6447.0168,,,,,
Week 14,Nexlev,TIC-03,Blinkit Sales,FBA79474,,1,2222.4618,2222.4618,,,,,
Week 14,Nexlev,TIC-04,Amazon,FBA79475,,0,0,0,,,,,
Week 14,Nexlev,TM-01,Amazon,FBA79467,,1,623.7288136,623.7288136,,,,,
Week 14,Nexlev,TM-01,BI Worldwide,FBA79467,,5,2877,2877,,,,,
Week 14,Nexlev,TM-01,Blinkit Sales,FBA79467,,1,727.3152,727.3152,,,,,
Week 14,Nexlev,TM-01,D2C - Nexlev,FBA79467,,1,533.0508475,533.0508475,,,,,
Week 14,Nexlev,TM-02,Amazon,FBA79481,,0,0,0,,,,,
Week 14,Nexlev,TM-03,Amazon,FBA79483,,1,888.9830508,888.9830508,,,,,
Week 14,Nexlev,TM-03,BI Worldwide,FBA79483,,2,1512,1512,,,,,
Week 14,Nexlev,TM-03,Blinkit Sales,FBA79483,,0,0,0,,,,,
Week 14,Nexlev,TM-03,D2C - Nexlev,FBA79483,,2,1794.915254,1794.915254,,,,,
Week 14,Nexlev,TM-05,Amazon,FBA79693,,0,0,0,,,,,
Week 14,Nexlev,TM-05,BI Worldwide,FBA79693,,2,4320,4320,,,,,
Week 14,Nexlev,V-01,Amazon,FBA79271,,6,7113.559322,7113.559322,,,,,
Week 14,Nexlev,V-01,Myntra,FBA79271,,1,2311.02,2311.02,,,,,
Week 14,Nexlev,V-01 RG,Amazon,FBK79271,,11,13967.79661,13967.79661,,,,,
Week 14,Nexlev,V-01 RG,B2B,FBK79271,,1,1220,1220,,,,,
Week 14,Nexlev,V-01 RG,BI Worldwide,FBK79271,,8,8637,8637,,,,,
Week 14,Nexlev,V-01 RG,Blinkit Sales,FBK79271,,32,47370.3552,47370.3552,,,,,
Week 14,Nexlev,V-01 RG,D2C - Nexlev,FBK79271,,1,1305.084746,1305.084746,,,,,
Week 14,Nexlev,V-02,Amazon,FBA79492,,0,0,0,,,,,
Week 14,Nexlev,V-02,B2B,FBA79492,,1,1907,1907,,,,,
Week 14,Nexlev,V-02,BI Worldwide,FBA79492,,2,4258,4258,,,,,
Week 14,Nexlev,V-02,Blinkit Sales,FBA79492,,0,0,0,,,,,
Week 14,Nexlev,V-03,Amazon,FBA79493,,50,85155.08475,85155.08475,,,,,
Week 14,Nexlev,V-03,BI Worldwide,FBA79493,,6,9071,9071,,,,,
Week 14,Nexlev,V-03,Blinkit Sales,FBA79493,,0,0,0,,,,,
Week 14,Nexlev,V-03,D2C - Nexlev,FBA79493,,2,3771.186441,3771.186441,,,,,
Week 14,Nexlev,V-03,Myntra,FBA79493,,3,6711.86,6711.86,,,,,
Week 14,Nexlev,VC-01,Amazon,FBA79452,,6,8894.067797,8894.067797,,,,,
Week 14,Nexlev,VC-01,B2B,FBA79452,,8,15233,15233,,,,,
Week 14,Nexlev,VC-01,BI Worldwide,FBA79452,,8,12095,12095,,,,,
Week 14,Nexlev,VC-01,Blinkit Sales,FBA79452,,3,6123.8754,6123.8754,,,,,
Week 14,Nexlev,VC-01,D2C - Nexlev,FBA79452,,13,24237.28814,24237.28814,,,,,
Week 14,Nexlev,VC-01 HEPA,Amazon,FBA79773,,2,420.3389831,420.3389831,,,,,
Week 14,Nexlev,VC-02,Amazon,FBA79463,,1,2117.79661,2117.79661,,,,,
Week 14,Nexlev,VC-02,B2B,FBA79463,,2,4027,4027,,,,,
Week 14,Nexlev,VC-02,BI Worldwide,FBA79463,,1,1800,1800,,,,,
Week 14,Nexlev,VC-02,Blinkit Sales,FBA79463,,0,0,0,,,,,
Week 14,Nexlev,VC-02,D2C - Nexlev,FBA79463,,1,2334.745763,2334.745763,,,,,
Week 14,Nexlev,VC-03,Amazon,FBA79480,,0,0,0,,,,,
Week 14,Nexlev,VC-03,B2B,FBA79480,,1,1907,1907,,,,,
Week 14,Nexlev,VC-03,Blinkit Sales,FBA79480,,0,0,0,,,,,
Week 14,Nexlev,VC-03,D2C - Nexlev,FBA79480,,3,5387.288136,5387.288136,,,,,
Week 14,Nexlev,VC-04,Amazon,FBA79565,,1,2117.79661,2117.79661,,,,,
Week 14,Nexlev,VC-04,Blinkit Sales,FBA79565,,0,0,0,,,,,
Week 14,Nexlev,VC-04,D2C - Nexlev,FBA79565,,1,2244.915254,2244.915254,,,,,
Week 14,Nexlev,VC-05,Amazon,FBA79566,,3,3557.627119,3557.627119,,,,,
Week 14,Nexlev,VC-05,B2B,FBA79566,,9,13041,13041,,,,,
Week 14,Nexlev,VC-05,BI Worldwide,FBA79566,,5,7559,7559,,,,,
Week 14,Nexlev,VC-05,Blinkit Sales,FBA79566,,0,0,0,,,,,
Week 14,Nexlev,VC-05,D2C - Nexlev,FBA79566,,1,2065.254237,2065.254237,,,,,
Week 14,Nexlev,VC-06,Blinkit Sales,FBA79599,,0,0,0,,,,,
Week 14,Tonor,G11,Amazon,FBA79260,,1,2287.288136,2287.288136,,,,,
Week 14,Tonor,K1,1p Sales,FBA77113,,1,1609.32,1609.32,,,,,
Week 14,Tonor,K1,Amazon,FBA77113,,7,9593.220339,9593.220339,,,,,
Week 14,Tonor,ORCA001,Amazon,FBA77103,,0,0,0,,,,,
Week 14,Tonor,S20,1p Sales,FBA77117,,3,6607.62,6607.62,,,,,
Week 14,Tonor,S20,Amazon,FBA77117,,0,0,0,,,,,
Week 14,Tonor,T20,1p Sales,FBA77106,,1,2075.42,2075.42,,,,,
Week 14,Tonor,T20,Amazon,FBA77106,,2,4150.847458,4150.847458,,,,,
Week 14,Tonor,T30,Amazon,FBA77105,,0,0,0,,,,,
Week 14,Tonor,T90,1p Sales,FBA79112,,-2,-6947.46,-6947.46,,,,,
Week 14,Tonor,T90,Amazon,FBA79112,,0,0,0,,,,,
Week 14,Tonor,TC-777,1p Sales,FBA77101,,5,8470.35,8470.35,,,,,
Week 14,Tonor,TC-777,Amazon,FBA77101,,0,0,0,,,,,
Week 14,Tonor,TC-777 PRO,1p Sales,FBA79116,,16,25749.12,25749.12,,,,,
Week 14,Tonor,TC-777 PRO,Amazon,FBA79116,,1,1609.322034,1609.322034,,,,,
Week 14,Tonor,TC30,1p Sales,FBA77111,,7,13044.92,13044.92,,,,,
Week 14,Tonor,TC30,Amazon,FBA77111,,0,0,0,,,,,
Week 14,Tonor,TC30+,1p Sales,FBA79575,,0,0,0,,,,,
Week 14,Tonor,TC30S,1p Sales,FBA79574,,0,0,0,,,,,
Week 14,Tonor,TC30S,Amazon,FBA79574,,0,0,0,,,,,
Week 14,Tonor,TC30S+,Amazon,FBA79576,,0,0,0,,,,,
Week 14,Tonor,TC310,1p Sales,FBA79113,,4,8471.2,8471.2,,,,,
Week 14,Tonor,TC310,Amazon,FBA79113,,0,0,0,,,,,
Week 14,Tonor,TC310+,1p Sales,FBA79114,,1,2541.52,2541.52,,,,,
Week 14,Tonor,TC310+,Amazon,FBA79114,,2,4913.559322,4913.559322,,,,,
Week 14,Tonor,TC40,1p Sales,FBA77115,,2,5591.52,5591.52,,,,,
Week 14,Tonor,TC40,Amazon,FBA77115,,0,0,0,,,,,
Week 14,Tonor,TC40S,1p Sales,FBA77116,,1,2965.25,2965.25,,,,,
Week 14,Tonor,TC40S,Amazon,FBA77116,,0,0,0,,,,,
Week 14,Tonor,TD310+,1p Sales,FBA79696,,11,18634.74,18634.74,,,,,
Week 14,Tonor,TD310+,Amazon,FBA79696,,0,0,0,,,,,
Week 14,Tonor,TD510,1p Sales,FBA79111,,1,3388.98,3388.98,,,,,
Week 14,Tonor,TD510,Amazon,FBA79111,,0,0,0,,,,,
Week 14,Tonor,TM310,Amazon,FBA79577,,0,0,0,,,,,
Week 14,Tonor,TRL-20,Amazon,FBA79586,,0,0,0,,,,,
Week 14,White Mulberry,HD1ML,1p Sales,FBA79616,,1,2965.25,2965.25,,,,,
Week 14,White Mulberry,HDGS1ML,Amazon,FBA79793,,0,0,0,,,,,
Week 14,White Mulberry,HDWF1ML,1p Sales,FBA79617,,4,10505.1,10505.1,,,,,
Week 14,White Mulberry,HDWF1ML,Amazon,FBA79617,,0,0,0,,,,,
Week 14,White Mulberry,HDWF1ML,BI Worldwide,FBA79617,,1,2432,2432,,,,,
Week 14,White Mulberry,MS1ML,1p Sales,FBA79613,,1,1694.07,1694.07,,,,,
Week 14,White Mulberry,POS2MK,Amazon,FBA79785,,0,0,0,,,,,
Week 14,White Mulberry,POSS-01,Amazon,FBA79786,,8,11943.22034,11943.22034,,,,,
Week 14,White Mulberry,TVCF1ML,Amazon,FBA79787,,20,12406.77966,12406.77966,,,,,
Week 14,White Mulberry,TVCT1ML,Amazon,FBA79788,,38,13536.44068,13536.44068,,,,,
Week 14,White Mulberry,TVFM1ML,Amazon,FBA79791,,3,5336.440678,5336.440678,,,,,
