PO,Order date,Last updated,PO Status,Confirmation Status,Ship-to location,ASIN,SKU,Model,Brand,Accepted quantity,Received quantity,Remaining quantity,Cancelled quantity,Cost,Currency,Total accepted cost,Total remaining cost,Receive Status
8OBYE66Z,2026-06-01T02:10:00Z,2026-06-02T08:01:12Z,OPEN,ACCEPTED,CCX1,B0FJ2JJZL3,FBA79821,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",Audio Array,4,0,4,0,15031.08,INR,60124.32,60124.32,NOT_RECEIVED
8OBYE66Z,2026-06-01T02:10:00Z,2026-06-02T08:01:12Z,OPEN,ACCEPTED,CCX1,B0BPLZ5CGV,FBA76864,AI-04 Red,Audio Array,9,0,9,0,3495.06,INR,31455.54,31455.54,NOT_RECEIVED
8OBYE66Z,2026-06-01T02:10:00Z,2026-06-02T08:01:12Z,OPEN,ACCEPTED,CCX1,B0G53M9258,FBA79968,AI-14,Audio Array,5,0,5,0,4893.37,INR,24466.85,24466.85,NOT_RECEIVED
8NTOSI6V,2026-06-10T12:56:25Z,2026-06-11T06:50:00Z,OPEN,ACCEPTED,MAA4,B0CF5TCQKL,FBA78975,AA-21,Audio Array,40,0,40,0,2478.18,INR,99127.2,99127.2,NOT_RECEIVED
8NTOSI6V,2026-06-10T12:56:25Z,2026-06-11T06:50:00Z,OPEN,ACCEPTED,MAA4,B0CF5R3V95,FBA78973,AA-19,Audio Array,15,0,15,0,2535.38,INR,38030.700000000004,38030.700000000004,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW96CQMG,FBA80005,T-835,Audio Array,15,0,15,0,7899.72,INR,118495.8,118495.8,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW96SHSK,FBA80002,AM-W33 Pro,Audio Array,15,0,15,0,2516.25,INR,37743.75,37743.75,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW92316G,FBA80004,AM-W36 Pro,Audio Array,15,0,15,0,5942.1,INR,89131.5,89131.5,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW92TTMS,FBA80003,AM-W32 Pro,Audio Array,15,0,15,0,4124.3,INR,61864.5,61864.5,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW8R2RYM,FBA80009,AM-C51,Audio Array,15,0,15,0,1245.72,INR,18685.8,18685.8,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GXP97CZG,FBA80084,BE-4,Audio Array,15,0,15,0,3145.49,INR,47182.35,47182.35,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW8VBCBL,FBA79995,AM-C50,Audio Array,15,0,15,0,831.14,INR,12467.1,12467.1,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW8ZQRFK,FBA80010,AM-C52,Audio Array,15,0,15,0,1245.72,INR,18685.8,18685.8,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GW8Z556N,FBA79996,AM-C49,Audio Array,15,0,15,0,831.14,INR,12467.1,12467.1,NOT_RECEIVED
8MCKACXD,2026-05-26T11:04:00Z,2026-05-26T11:30:26Z,OPEN,ACCEPTED,ISK3,B0GXPBHDRF,FBA80085,M6,Audio Array,15,0,15,0,5242.94,INR,78644.09999999999,78644.09999999999,NOT_RECEIVED
8LX9SLNK,2026-05-04T02:40:19Z,2026-06-03T07:18:48Z,OPEN,ACCEPTED,DEL5,B0DXFPM4N2,FBA79482,AM-S1,Audio Array,8,1,7,0,6431.5,INR,51452.0,45020.5,PARTIALLY_RECEIVED
8L8RFSAJ,2026-05-25T01:27:24Z,2026-06-16T10:03:30Z,OPEN,ACCEPTED,BLR8,B0CF5TCQKL,FBA78975,AA-21,Audio Array,8,0,8,0,2478.18,INR,19825.44,19825.44,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0G53M9258,FBA79968,AI-14,Audio Array,1,0,1,0,4893.37,INR,4893.37,4893.37,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0GN8RQJRG,FBA79979,AK-37-B,Audio Array,8,0,8,0,2795.91,INR,22367.28,22367.28,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0DFMKY4TT,FBA79448,AM-W35,Audio Array,1,0,1,0,2865.83,INR,2865.83,2865.83,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0G53H49BS,FBA79961,AI-13,Audio Array,40,0,40,0,2020.51,INR,80820.4,80820.4,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0GN97RFPR,FBA79848,AM-S2,Audio Array,52,0,52,0,5103.11,INR,265361.72,265361.72,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0CF5R3V95,FBA78973,AA-19,Audio Array,28,0,28,0,2535.38,INR,70990.64,70990.64,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0B4G8ZB64,FBA75675,AM-C3,Audio Array,4,0,4,0,671.18,INR,2684.72,2684.72,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0BPLZ5CGV,FBA76864,AI-04 Red,Audio Array,143,0,143,0,3495.06,INR,499793.58,499793.58,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0GN8MMKY1,FBA79980,AK-37-W,Audio Array,1,0,1,0,2795.91,INR,2795.91,2795.91,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0FJ2JJZL3,FBA79821,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",Audio Array,4,0,4,0,15031.08,INR,60124.32,60124.32,NOT_RECEIVED
8J6IHWYZ,2026-05-25T01:56:41Z,2026-05-25T14:14:55Z,OPEN,ACCEPTED,BOM5,B0FJ8TSQK1,FBA79830,GB-03 (AI-12 + AM-C43),Audio Array,2,0,2,0,2935.74,INR,5871.48,5871.48,NOT_RECEIVED
8HS2F39O,2026-06-01T01:25:50Z,2026-06-02T09:48:56Z,OPEN,ACCEPTED,DEL5,B0CF5TCQKL,FBA78975,AA-21,Audio Array,14,0,14,0,2478.18,INR,34694.52,34694.52,NOT_RECEIVED
8HS2F39O,2026-06-01T01:25:50Z,2026-06-02T09:48:56Z,OPEN,ACCEPTED,DEL5,B0GXPBHDRF,FBA80085,M6,Audio Array,2,0,2,0,5242.94,INR,10485.88,10485.88,NOT_RECEIVED
8HS2F39O,2026-06-01T01:25:50Z,2026-06-02T09:48:56Z,OPEN,ACCEPTED,DEL5,B0GXP97CZG,FBA80084,BE-4,Audio Array,1,0,1,0,3145.49,INR,3145.49,3145.49,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0FLYHJ6DK,FBK79009,AM-C41,Audio Array,2,0,2,0,1245.72,INR,2491.44,2491.44,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0D3Q2T5XX,FBA79356,AA-19WL,Audio Array,1,0,1,0,3202.75,INR,3202.75,3202.75,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0FLYJFC22,FBK79010,AM-C42,Audio Array,4,0,4,0,1784.71,INR,7138.84,7138.84,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0G53H49BS,FBA79961,AI-13,Audio Array,28,0,28,0,2020.51,INR,56574.28,56574.28,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0GXP97CZG,FBA80084,BE-4,Audio Array,7,0,7,0,3145.49,INR,22018.43,22018.43,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0FJ2DT13L,FBA79825,GB-02 (AM-C43 + AI-11),Audio Array,2,1,1,0,3005.66,INR,6011.32,3005.66,PARTIALLY_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0B4G19R58,FBA75674,AM-C2,Audio Array,3,0,3,0,2935.74,INR,8807.22,8807.22,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0B4DS678Q,FBA75676,AM-C4,Audio Array,1,0,1,0,1548.9,INR,1548.9,1548.9,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0D3LZWTHV,FBA79379,AM-C45,Audio Array,1,0,1,0,2568.69,INR,2568.69,2568.69,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0B4DPX2J2,FBA75673,AM-C1,Audio Array,746,0,746,0,1919.45,INR,1431909.7,1431909.7,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0FQJWWDVK,FBA79820,AC-3XL,Audio Array,2,0,2,0,348.94,INR,697.88,697.88,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0FJ2J6MTF,FBA79822,KB-01 (AM-W32 + AI-12),Audio Array,2,0,2,0,3984.47,INR,7968.94,7968.94,NOT_RECEIVED
8GY7TBLH,2026-06-08T01:43:13Z,2026-06-15T16:08:34Z,OPEN,ACCEPTED,ISK3,B0DT6T6N6B,FBA79694,AA-26,Audio Array,37,0,37,0,412.5,INR,15262.5,15262.5,NOT_RECEIVED
8AD5FMBT,2026-03-30T02:17:28Z,2026-05-01T14:39:45Z,CLOSED,ACCEPTED,ISK3,B0B4G1HPL5,FBA75692,AM-C11,Audio Array,5,1,4,0,3564.98,INR,17824.9,14259.92,RECEIVED
8AD5FMBT,2026-03-30T02:17:28Z,2026-05-01T14:39:45Z,CLOSED,ACCEPTED,ISK3,B0FG88HVQ8,FBA79813,AH-50,Audio Array,16,15,1,0,1481.53,INR,23704.48,1481.53,RECEIVED
87MI8CVS,2026-01-12T01:06:36Z,2026-02-14T14:37:33Z,CLOSED,ACCEPTED,ISK3,B0CH4R1V6S,FBA79016,AM-C3a,Audio Array,7,6,1,0,502.9,INR,3520.2999999999997,502.9,RECEIVED
87MI8CVS,2026-01-12T01:06:36Z,2026-02-14T14:37:33Z,CLOSED,ACCEPTED,ISK3,B0CF5R3V95,FBA78973,AA-19,Audio Array,12,11,1,0,2535.38,INR,30424.56,2535.38,RECEIVED
87MI8CVS,2026-01-12T01:06:36Z,2026-02-14T14:37:33Z,CLOSED,ACCEPTED,ISK3,B0B4DPX2J2,FBA75673,AM-C1,Audio Array,64,63,1,0,1838.6,INR,117670.4,1838.6,RECEIVED
87MI8CVS,2026-01-12T01:06:36Z,2026-02-14T14:37:33Z,CLOSED,ACCEPTED,ISK3,B0CM9HYVDM,FBA79109,AM-W18,Audio Array,34,32,2,0,872.72,INR,29672.48,1745.44,RECEIVED
863ELT1I,2026-05-11T02:47:55Z,2026-06-13T14:43:29Z,CLOSED,ACCEPTED,BOM7,B0FN7B3KWS,FBA79845,UB-02 (AM-S1 + AA-21),Audio Array,2,1,1,0,9088.28,INR,18176.56,9088.28,RECEIVED
85Z5AY7C,2026-02-09T01:06:46Z,2026-03-14T14:36:08Z,CLOSED,ACCEPTED,DEL5,B0DFMNGFTD,FBA79449,AM-W36,Audio Array,1,0,1,0,4473.88,INR,4473.88,4473.88,NOT_RECEIVED
7YR5PEFK,2026-04-18T11:18:19Z,2026-06-04T14:41:39Z,CLOSED,ACCEPTED,ISK3,B0CKHVHVQ1,FBA79005,AM-W45,Audio Array,41,40,1,0,3669.85,INR,150463.85,3669.85,RECEIVED
7YR5PEFK,2026-04-18T11:18:19Z,2026-06-04T14:41:39Z,CLOSED,ACCEPTED,ISK3,B0FQBXS6Y2,FBA79839,AH-45 BK,Audio Array,34,0,34,0,1087.07,INR,36960.38,36960.38,NOT_RECEIVED
7OYFDQVF,2026-04-13T01:55:31Z,2026-06-04T23:21:44Z,CLOSED,ACCEPTED,DEL5,B0FF9R3GKK,FBA79783,AM-C47,Audio Array,1,0,1,0,2222.63,INR,2222.63,2222.63,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0CH4VCD6R,FBA77171,AC-6XL,Audio Array,8,0,8,0,361.65,INR,2893.2,2893.2,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0CH4R1V6S,FBA79016,AM-C3a,Audio Array,4,0,4,0,502.9,INR,2011.6,2011.6,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0DT6T6N6B,FBA79694,AA-26,Audio Array,16,0,16,0,333.05,INR,5328.8,5328.8,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0CJR76Y7G,FBA79064,AA-25,Audio Array,1,0,1,0,533.26,INR,533.26,533.26,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0FTVQQVDC,FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),Audio Array,6,0,6,0,7689.97,INR,46139.82,46139.82,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0FQBXS6Y2,FBA79839,AH-45 BK,Audio Array,5,0,5,0,991.09,INR,4955.45,4955.45,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0FQBX8J17,FBA79838,AH-40 SL,Audio Array,11,0,11,0,799.14,INR,8790.539999999999,8790.539999999999,NOT_RECEIVED
7OGX2VNH,2026-02-16T00:58:08Z,2026-03-21T14:37:40Z,CLOSED,ACCEPTED,BOM5,B0BPLZ5CGV,FBA76864,AI-04 Red,Audio Array,23,1,22,0,3082.56,INR,70898.88,67816.31999999999,RECEIVED
7MZKXNOD,2026-06-15T01:29:10Z,2026-06-15T14:57:54Z,OPEN,ACCEPTED,ISK3,B0CF5TCQKL,FBA78975,AA-21,Audio Array,2,0,2,0,2478.18,INR,4956.36,4956.36,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0CM9HYVDM,FBA79109,AM-W18,Audio Array,2,0,2,0,872.73,INR,1745.46,1745.46,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0FJ2JJZL3,FBA79821,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",Audio Array,4,0,4,0,15031.08,INR,60124.32,60124.32,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0B4G1PXWV,FBA75680,AM-C6,Audio Array,1,0,1,0,1548.9,INR,1548.9,1548.9,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0G3B677Z5,FBA79969,UB-03 (AM-S1 + AA-22),Audio Array,2,0,2,0,9088.28,INR,18176.56,18176.56,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0GXP97CZG,FBA80084,BE-4,Audio Array,4,0,4,0,3145.49,INR,12581.96,12581.96,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0BPLWW72Y,FBA76862,AM-C28,Audio Array,2,0,2,0,1070.41,INR,2140.82,2140.82,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0GKPXQ8G3,FBA80016,AM-W22,Audio Array,1,0,1,0,2481.29,INR,2481.29,2481.29,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0CM6NVLT9,FBA79104,AI-11,Audio Array,12,0,12,0,1087.07,INR,13044.84,13044.84,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0FN7B3KWS,FBA79845,UB-02 (AM-S1 + AA-21),Audio Array,6,0,6,0,9088.28,INR,54529.68000000001,54529.68000000001,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0FLYHJ6DK,FBK79009,AM-C41,Audio Array,1,0,1,0,1245.72,INR,1245.72,1245.72,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0FTVQQVDC,FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),Audio Array,9,0,9,0,7899.72,INR,71097.48,71097.48,NOT_RECEIVED
7CRCPUTZ,2026-06-08T01:43:30Z,2026-06-08T13:44:29Z,OPEN,ACCEPTED,CCX1,B0DT6T6N6B,FBA79694,AA-26,Audio Array,3,0,3,0,412.5,INR,1237.5,1237.5,NOT_RECEIVED
7CMTWVDZ,2026-01-26T01:13:26Z,2026-02-28T14:31:56Z,CLOSED,ACCEPTED,ISK3,B0BPLWW72Y,FBA76862,AM-C28,Audio Array,2,1,1,0,1074.27,INR,2148.54,1074.27,RECEIVED
7968N2EC,2026-04-06T01:44:37Z,2026-05-09T14:37:56Z,CLOSED,ACCEPTED,DEL5,B0DXFPM4N2,FBA79482,AM-S1,Audio Array,6,5,1,0,6431.5,INR,38589.0,6431.5,RECEIVED
74TTTBRZ,2026-06-01T01:25:50Z,2026-06-02T10:21:42Z,OPEN,ACCEPTED,ISK3,B0CF5TCQKL,FBA78975,AA-21,Audio Array,36,0,36,0,2478.18,INR,89214.48,89214.48,NOT_RECEIVED
74TTTBRZ,2026-06-01T01:25:50Z,2026-06-02T10:21:42Z,OPEN,ACCEPTED,ISK3,B0GXP97CZG,FBA80084,BE-4,Audio Array,1,0,1,0,3145.49,INR,3145.49,3145.49,NOT_RECEIVED
74TTTBRZ,2026-06-01T01:25:50Z,2026-06-02T10:21:42Z,OPEN,ACCEPTED,ISK3,B0GXPBHDRF,FBA80085,M6,Audio Array,20,0,20,0,5242.94,INR,104858.79999999999,104858.79999999999,NOT_RECEIVED
73Z14D9S,2026-06-04T10:22:43Z,2026-06-04T11:38:33Z,OPEN,ACCEPTED,ISK3,B0BPLWW72Y,FBA76862,AM-C28,Audio Array,200,0,200,0,1070.41,INR,214082.00000000003,214082.00000000003,NOT_RECEIVED
73Z14D9S,2026-06-04T10:22:43Z,2026-06-04T11:38:33Z,OPEN,ACCEPTED,ISK3,B0BPLZ5CGV,FBA76864,AI-04 Red,Audio Array,300,0,300,0,3495.06,INR,1048518.0,1048518.0,NOT_RECEIVED
73Z14D9S,2026-06-04T10:22:43Z,2026-06-04T11:38:33Z,OPEN,ACCEPTED,ISK3,B0GN97RFPR,FBA79848,AM-S2,Audio Array,200,0,200,0,5103.11,INR,1020621.9999999999,1020621.9999999999,NOT_RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0BLKDC4PP,FBA76722,AM-C19,Audio Array,5,0,5,0,1272.67,INR,6363.35,6363.35,NOT_RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0FN7FYZM3,FBA79847,PB-09 (AM-C45 + AI-06 + AA-05),Audio Array,5,4,1,0,5592.52,INR,27962.600000000002,5592.52,RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0FJ8TSQK1,FBA79830,GB-03 (AI-12 + AM-C43),Audio Array,5,4,1,0,2795.91,INR,13979.55,2795.91,RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0FG88HVQ8,FBA79813,AH-50,Audio Array,200,180,20,0,1481.52,INR,296304.0,29630.4,RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0FJ2J6MTF,FBA79822,KB-01 (AM-W32 + AI-12),Audio Array,5,3,2,0,3774.72,INR,18873.6,7549.44,RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0B4G1HPL5,FBA75692,AM-C11,Audio Array,15,3,12,0,3634.89,INR,54523.35,43618.68,RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0B4G5ZLTB,FBA75687,AM-W11,Audio Array,5,0,5,0,1885.76,INR,9428.8,9428.8,NOT_RECEIVED
